pid,event_type,prompt,run,response_number,response,corpus_response,response_onset_time_audacity_sec,response_onset_time_fMRI_sec,response_onset_time_task_relative_sec,subjSwitch_semantic,subjSwitch_phonetic,RT,frequency_ln,similarity_semantic_context,similarity_semantic_complete,phonetic_similarity,objSwitch_simDropContext,objSwitch_simDropComplete,objSwitch_chain,deltaSim_f1r0_context,subj_delta_sim_intersection,Troyer_fluid_switch,Troyer_static_switch,all_categories,running_categories_static
50011,category,foods,3,13,spaghetti,spaghetti,46.2,39.82,19.82,0,,1.4,8.718500048,0.671942142,0.772822485,,0,0,,0,0,,,,
50011,category,foods,3,14,meatballs,meatballs,47.1,40.72,20.72,0,,0.9,6.994849986,0.232953581,0.503398815,,0,0,,1,0,,,,
50011,category,foods,3,15,ice_cream,ice_cream,50,43.62,23.62,1,,2.9,9.956696511,0.114656948,0.463466624,,1,1,,1,1,,,,
50011,category,foods,3,16,chocolate,chocolate,53.3,46.92,26.92,0,,3.3,10.67106944,0.365845358,0.635526847,,0,0,,0,0,,,,
50011,category,foods,3,17,orange,orange,54.9,48.52,28.52,1,,1.6,11.19445423,0.112925203,0.457675381,,1,1,,1,1,,,,
50011,category,foods,3,18,apple,apple,55.8,49.42,29.42,0,,0.9,10.46743679,0.319844157,0.595290058,,0,0,,0,0,,,,
50011,category,foods,3,19,banana,banana,57.7,51.32,31.32,0,,1.9,8.893435441,0.446216976,0.678280641,,0,0,,0,0,,,,
50011,category,foods,3,20,grapes,grapes,60.2,53.82,33.82,0,,2.5,8.938794081,0.195168248,0.525031382,,1,1,,1,0,,,,
50011,category,foods,3,21,asparagus,asparagus,62.8,56.42,36.42,1,,2.6,7.696667082,0.254297405,0.550961793,,0,0,,0,0,,,,
50011,category,foods,3,22,tomato,tomato,63.8,57.42,37.42,0,,1,8.966483779,0.322750619,0.514033602,,0,0,,0,0,,,,
50011,category,foods,3,23,cake,cake,67.8,61.42,41.42,1,,4,10.67209001,0.117631518,0.431163469,,1,1,,1,1,,,,
50011,category,foods,3,24,pie,pie,68.8,62.42,42.42,0,,1,10.1931302,0.589975949,0.786922432,,0,0,,0,0,,,,
50011,category,foods,3,25,cheesecake,cheesecake,69.5,63.12,43.12,0,,0.7,7.482681828,0.603131949,0.739410356,,0,0,,0,0,,,,
50011,category,foods,3,26,cranberries,cranberries,74.8,68.42,48.42,1,,5.3,5.955837369,0.116156521,0.402712248,,1,1,,1,1,,,,
50011,category,foods,3,27,spinach,spinach,76.7,70.32,50.32,1,,1.9,7.763446389,0.248182261,0.49235147,,0,0,,0,0,,,,
50011,category,foods,3,28,broccoli,broccoli,77.7,71.32,51.32,0,,1,7.473637108,0.605118011,0.710844302,,0,0,,0,0,,,,
50011,category,foods,3,29,chicken,chicken,79.8,73.42,53.42,1,,2.1,10.6803093,0.433212696,0.624275906,,1,1,,0,0,,,,
50011,category,foods,3,30,steak,steak,81.1,74.72,54.72,0,,1.3,9.583970757,0.49562326,0.692282244,,0,0,,0,0,,,,
50011,category,foods,3,31,filet,filet,83.4,77.02,57.02,0,,2.3,6.335054251,0.439584763,0.41565975,,0,0,,0,0,,,,
50011,category,foods,3,32,pepperoni,pepperoni,89.9,83.52,63.52,0,,6.5,6.90475077,0.083250009,0.216545139,,0,0,,1,0,,,,
50011,category,foods,3,33,stromboli,stromboli,92.1,85.72,65.72,0,,2.2,4.770684624,0.0001,0.153780503,,1,1,,1,0,,,,
50011,category,foods,3,34,beef_stroganoff,beef_stroganoff,94.6,88.22,68.22,0,,2.5,4.828313737,0.038523889,0.176769171,,0,0,,0,0,,,,
50011,category,foods,3,35,potatoes,potatoes,97.5,91.12,71.12,1,,2.9,9.890655574,0.204582308,0.323928271,,0,0,,0,0,,,,
50011,category,foods,3,36,carrots,carrots,99.2,92.82,72.82,0,,1.7,8.750999691,0.425892642,0.676842526,,0,0,,0,0,,,,
50011,category,foods,3,37,peas,peas,101.4,95.02,75.02,0,,2.2,8.895081532,0.387204747,0.59266473,,0,0,,0,0,,,,
50011,category,foods,3,38,butter,butter,106,99.62,79.62,0,,4.6,10.18516413,0.147380021,0.486605635,,1,1,,1,0,,,,
50011,category,foods,3,39,raspberries,raspberries,109.7,103.32,83.32,1,,3.7,7.318539549,0.189784889,0.543994035,,0,0,,0,0,,,,
50011,category,foods,3,40,bacon,bacon,120.9,114.52,94.52,1,,11.2,10.09786119,0.077660702,0.470712918,,1,1,,0,0,,,,
50011,category,foods,3,41,eggs,eggs,122.9,116.52,96.52,0,,2,10.74694949,0.356308358,0.633476506,,0,0,,0,0,,,,
50011,category,foods,3,42,pancakes,pancakes,124.6,118.22,98.22,0,,1.7,8.726318951,0.566071099,0.737222763,,0,0,,0,0,,,,
50011,category,foods,3,43,sandwich,sandwich,128.2,121.82,101.82,1,,3.6,10.2592721,0.287252192,0.595431596,,1,1,,1,1,,,,
50011,category,foods,3,44,salad,salad,131,124.62,104.62,1,,2.8,9.964394487,0.447265356,0.688248104,,0,0,,0,0,,,,
50011,category,foods,3,45,wrap,wrap,132.2,125.82,105.82,0,,1.2,10.3423552,0.075312933,0.258049424,,1,0,,1,0,,,,
50011,category,foods,3,46,onions,onions,133.3,126.92,106.92,0,,1.1,9.124673545,0.122607436,0.232426804,,0,1,,0,0,,,,
50011,category,foods,3,47,cucumber,cucumber,135,128.62,108.62,0,,1.7,7.925880317,0.226445844,0.475170523,,0,0,,0,0,,,,
50011,category,foods,3,48,cashews,cashews,136.7,130.32,110.32,1,,1.7,5.710427017,0.06532507,0.338529766,,1,1,,0,0,,,,
50011,category,foods,3,49,almonds,almonds,138,131.62,111.62,0,,1.3,7.65396918,0.344721126,0.549125065,,0,0,,0,0,,,,
50011,category,foods,3,50,avocado,avocado,145.6,139.22,119.22,1,,7.6,7.089243155,0.168943639,0.471927694,,1,0,,0,0,,,,
50011,category,foods,3,51,garbanzo_beans,garbanzo_beans,149.8,143.42,123.42,1,,4.2,3.295836866,0.261305809,0.19450392,,0,0,,0,0,,,,
50011,category,foods,3,52,peanut_butter,peanut_butter,153.4,147.02,127.02,1,,3.6,8.293299359,0.052040056,0.075466927,,1,1,,1,1,,,,
50011,category,foods,3,53,dates,dates,156.7,150.32,130.32,1,,3.3,9.91457585,0.069483442,0.402003451,,0,0,,0,0,,,,
50011,category,foods,3,54,crackers,crackers,159.4,153.02,133.02,1,,2.7,8.682538124,0.066366371,0.448742305,,1,0,,0,0,,,,
50011,category,foods,3,55,smores,smores,161.8,155.42,135.42,0,,2.4,5.666426688,0.170553685,0.333386857,,0,1,,0,0,,,,
50011,category,foods,3,56,marshmallow,marshmallow,163.2,156.82,136.82,0,,1.4,7.351158226,0.253814685,0.385114841,,0,0,,0,0,,,,
50011,category,foods,3,57,broccoli,broccoli,173.2,166.82,146.82,1,,10,7.473637108,0.115871648,0.408069779,,1,0,,0,0,,,,
50011,category,foods,3,58,jello,jello,179.4,173.02,153.02,1,,6.2,5.837730447,0.215913604,0.403690743,,0,0,,0,0,,,,
50011,category,foods,3,59,pomegranate,pomegranate,191.9,185.52,165.52,1,,12.5,7.007600614,0.118901787,0.273541267,,1,1,,0,0,,,,
50011,category,foods,3,60,cherries,cherries,193,186.62,166.62,0,,1.1,8.038512021,0.256782949,0.459108947,,0,0,,0,0,,,,
50011,category,foods,3,61,cabbage,cabbage,199.9,193.52,173.52,1,,6.9,8.76499033,0.257651211,0.559359374,,0,0,,0,0,,,,
50011,category,foods,3,62,lettuce,lettuce,200.8,194.42,174.42,0,,0.9,8.490438454,0.432704389,0.657209094,,0,0,,0,0,,,,
50011,category,foods,3,63,squash,squash,206.8,200.42,180.42,0,,6,8.592300664,0.216469717,0.505725724,,0,0,,1,0,,,,
50012,category,foods,2,1,apple,apple,320.1,312.62,2.62,2,,2.62,10.46743679,0,0,,2,2,,2,2,,,,
50012,category,foods,2,2,banana,banana,321.7,314.22,4.22,0,,1.6,8.893435441,0.446216976,0.678280641,,0,0,,0,0,,,,
50012,category,foods,2,3,pineapple,pineapple,323.7,316.22,6.22,0,,2,7.983781069,0.284816653,0.537675604,,0,0,,0,0,,,,
50012,category,foods,2,4,grapes,grapes,325.5,318.02,8.02,0,,1.8,8.938794081,0.217891212,0.528250728,,1,1,,0,0,,,,
50012,category,foods,2,5,blueberries,blueberries,327.5,320.02,10.02,0,,2,6.895682698,0.32548498,0.577265535,,0,0,,0,0,,,,
50012,category,foods,2,6,cantaloupe,cantaloupe,329.8,322.32,12.32,0,,2.3,6.244166901,0.28726627,0.433830638,,1,1,,0,0,,,,
50012,category,foods,2,7,watermelon,watermelon,331.8,324.32,14.32,0,,2,7.490529402,0.629523735,0.671755837,,0,0,,0,0,,,,
50012,category,foods,2,8,honeydew,honeydew,333.9,326.42,16.42,0,,2.1,6.222576268,0.244017027,0.357877855,,0,0,,1,0,,,,
50012,category,foods,2,9,spinach,spinach,336.2,328.72,18.72,1,,2.3,7.763446389,0.118892124,0.27464419,,1,1,,1,1,,,,
50012,category,foods,2,10,romaine,romaine,338.1,330.62,20.62,0,,1.9,6.269096284,0.348039589,0.355787702,,0,0,,0,0,,,,
50012,category,foods,2,11,carrots,carrots,340.1,332.62,22.62,0,,2,8.750999691,0.203100505,0.277442288,,1,1,,0,0,,,,
50012,category,foods,2,12,broccoli,broccoli,342.2,334.72,24.72,0,,2.1,7.473637108,0.498447799,0.653434205,,0,0,,0,0,,,,
50012,category,foods,2,13,beets,beets,344.3,336.82,26.82,0,,2.1,7.072421901,0.354613761,0.54390864,,0,0,,0,0,,,,
50012,category,foods,2,14,corn,corn,346.2,338.72,28.72,0,,1.9,10.06539379,0.175913824,0.469833896,,1,1,,1,0,,,,
50012,category,foods,2,15,onions,onions,348.3,340.82,30.82,0,,2.1,9.124673545,0.294202666,0.555628499,,0,0,,0,0,,,,
50012,category,foods,2,16,mushrooms,mushrooms,350.3,342.82,32.82,0,,2,8.952605376,0.548965009,0.72982313,,0,0,,0,0,,,,
50012,category,foods,2,17,green_peppers,green_peppers,352.7,345.22,35.22,1,,2.4,5.746203191,0.483220409,0.567200914,,0,0,,0,0,,,,
50012,category,foods,2,18,yellow_peppers,yellow_peppers,355,347.52,37.52,0,,2.3,3.850147602,0.44382538,0.363148618,,0,0,,0,0,,,,
50012,category,foods,2,19,red_peppers,red_peppers,357.4,349.92,39.92,0,,2.4,5.433722004,0.320322546,0.327927048,,0,1,,0,0,,,,
50012,category,foods,2,20,raisins,raisins,360,352.52,42.52,1,,2.6,7.677400431,0.223719857,0.404470011,,1,0,,0,0,,,,
50012,category,foods,2,21,cranberries,cranberries,362.2,354.72,44.72,0,,2.2,5.955837369,0.468774719,0.641527722,,0,0,,0,0,,,,
50012,category,foods,2,22,peas,peas,364.7,357.22,47.22,0,,2.5,8.895081532,0.299682894,0.525755177,,0,0,,0,0,,,,
50012,category,foods,2,23,cheese,cheese,369.1,361.62,51.62,0,,4.4,10.49971075,0.161658312,0.483230314,,0,1,,0,0,,,,
50012,category,foods,2,24,almonds,almonds,373.4,365.92,55.92,0,,4.3,7.65396918,0.1471803,0.547913402,,1,0,,0,0,,,,
50012,category,foods,2,25,sushi,sushi,378.6,371.12,61.12,1,,5.2,7.483806688,0.170263121,0.420658217,,0,1,,0,0,,,,
50012,category,foods,2,26,pancakes,pancakes,380.7,373.22,63.22,1,,2.1,8.726318951,0.179107069,0.454080253,,0,0,,0,0,,,,
50012,category,foods,2,27,french_toast,french_toast,383.1,375.62,65.62,0,,2.4,6.791221463,0.787264503,0.795318525,,0,0,,0,0,,,,
50012,category,foods,2,28,eggs,eggs,385.7,378.22,68.22,0,,2.6,10.74694949,0.609172111,0.699544444,,0,0,,1,0,,,,
50012,category,foods,2,29,waffles,waffles,388.1,380.62,70.62,0,,2.4,7.340186835,0.513133824,0.663641463,,0,0,,1,0,,,,
50012,category,foods,2,30,bacon,bacon,390.6,383.12,73.12,0,,2.5,10.09786119,0.497988312,0.640877604,,1,1,,1,0,,,,
50012,category,foods,2,31,sausage,sausage,393.1,385.62,75.62,0,,2.5,9.258177701,0.615894643,0.771243675,,0,0,,0,0,,,,
50012,category,foods,2,32,ham,ham,395.4,387.92,77.92,0,,2.3,9.941890624,0.667574176,0.796810732,,0,0,,0,0,,,,
50012,category,foods,2,33,omelette,omelette,398.2,390.72,80.72,1,,2.8,7.431891917,0.592228003,0.685617456,,0,0,,0,0,,,,
50012,category,foods,2,34,sandwich,sandwich,401.6,394.12,84.12,1,,3.4,10.2592721,0.464854109,0.648946363,,0,0,,0,0,,,,
50012,category,foods,2,35,brownie,brownie,403.8,396.32,86.32,1,,2.2,8.450198323,0.189674,0.481502458,,1,1,,1,1,,,,
50012,category,foods,2,36,muffin,muffin,406,398.52,88.52,0,,2.2,8.420682291,0.192952318,0.481955295,,0,0,,0,0,,,,
50012,category,foods,2,37,doughnut,doughnut,408.2,400.72,90.72,0,,2.2,8.111928063,0.571956414,0.733888301,,0,0,,0,0,,,,
50012,category,foods,2,38,granola,granola,410.6,403.12,93.12,0,,2.4,6.690842277,0.114660246,0.294573321,,1,1,,1,0,,,,
50012,category,foods,2,39,pasta,pasta,413,405.52,95.52,0,,2.4,8.745284482,0.146197287,0.31186449,,0,0,,0,0,,,,
50012,category,foods,2,40,pizza,pizza,415.3,407.82,97.82,0,,2.3,9.951944328,0.320428706,0.589788512,,0,0,,0,0,,,,
50012,category,foods,2,41,bagel,bagel,417.7,410.22,100.22,0,,2.4,7.6989362,0.296458745,0.561208487,,0,0,,0,0,,,,
50012,category,foods,2,42,cream_cheese,cream_cheese,421.8,414.32,104.32,0,,4.1,7.17930797,0.126198997,0.422468218,,1,1,,0,0,,,,
50012,category,foods,2,43,turkey,turkey,424.6,417.12,107.12,1,,2.8,9.715892113,0.164178952,0.455027317,,0,0,,0,0,,,,
50012,category,foods,2,44,ham,ham,426.6,419.12,109.12,0,,2,9.941890624,0.38887621,0.603160356,,0,0,,0,0,,,,
50012,category,foods,2,45,salami,salami,429.1,421.62,111.62,0,,2.5,7.029087564,0.657367273,0.753089072,,0,0,,0,0,,,,
50012,category,foods,2,46,avocado,avocado,431.6,424.12,114.12,0,,2.5,7.089243155,0.340790986,0.480029764,,0,0,,1,0,,,,
50012,category,foods,2,47,tomato,tomato,434.3,426.82,116.82,0,,2.7,8.966483779,0.279596352,0.446535516,,0,0,,1,0,,,,
50012,category,foods,2,48,sprouts,sprouts,437.3,429.82,119.82,0,,3,7.283448229,0.186928663,0.416847533,,0,1,,1,0,,,,
50012,category,foods,2,49,salmon,salmon,439.6,432.12,122.12,1,,2.3,9.221873608,0.142223068,0.480627487,,1,0,,1,1,,,,
50012,category,foods,2,50,rice,rice,442.3,434.82,124.82,1,,2.7,10.03950336,0.212739449,0.571669206,,0,0,,0,0,,,,
50012,category,foods,2,51,quinoa,quinoa,444.8,437.32,127.32,0,,2.5,4.94875989,0.312126788,0.330046779,,0,0,,0,0,,,,
50012,category,foods,2,52,mango,mango,447.5,440.02,130.02,0,,2.7,7.708859601,0.111475734,0.1886727,,0,1,,1,0,,,,
50012,category,foods,2,53,zucchini,zucchini,450.1,442.62,132.62,0,,2.6,6.618738984,0.075226264,0.327560989,,1,0,,1,0,,,,
50012,category,foods,2,54,hamburger,hamburger,452.8,445.32,135.32,1,,2.7,8.491259809,0.114852253,0.369989745,,0,0,,0,0,,,,
50012,category,foods,2,55,veggie_burger,veggie_burger,456.8,449.32,139.32,0,,4,3.951243719,0.283205682,0.347453381,,0,0,,0,0,,,,
50012,category,foods,2,56,broth,broth,459.7,452.22,142.22,0,,2.9,8.772145439,0.091014968,0.225453721,,1,1,,1,0,,,,
50012,category,foods,2,57,kimchi,kimchi,462.1,454.62,144.62,0,,2.4,4.143134726,0.208106294,0.304303283,,0,0,,0,0,,,,
50012,category,foods,2,58,potatoes,potatoes,466.1,458.62,148.62,1,,4,9.890655574,0.096552994,0.252616142,,1,1,,0,0,,,,
50012,category,foods,2,59,sweet_potatoes,sweet_potatoes,468.7,461.22,151.22,0,,2.6,6.629363253,0.556743744,0.681771582,,0,0,,0,0,,,,
50012,category,foods,2,60,oatmeal,oatmeal,471.4,463.92,153.92,0,,2.7,8.351138607,0.271872409,0.4957139,,1,1,,1,0,,,,
50012,category,foods,2,61,soup,soup,473.7,466.22,156.22,0,,2.3,10.50998693,0.577499246,0.736438993,,0,0,,0,0,,,,
50012,category,foods,2,62,syrup,syrup,482.8,475.32,165.32,1,,9.1,8.767484875,0.136366338,0.511961467,,1,0,,1,1,,,,
50012,category,foods,2,63,jelly,jelly,485.5,478.02,168.02,0,,2.7,9.309370895,0.147178376,0.503488601,,0,1,,0,0,,,,
50012,category,foods,2,64,toast,toast,487.6,480.12,170.12,0,,2.1,10.30169304,0.206835814,0.533931194,,0,0,,0,0,,,,
50012,category,foods,2,65,smoothie,smoothie,491.2,483.72,173.72,1,,3.6,6.788971743,0.2059483,0.4681,,1,1,,0,0,,,,
50012,category,foods,2,66,ice_cream,ice_cream,493.8,486.32,176.32,0,,2.6,9.956696511,0.327933731,0.557304799,,0,0,,0,0,,,,
50012,category,foods,2,67,frozen_yogurt,frozen_yogurt,496.1,488.62,178.62,0,,2.3,5.247024072,0.499116456,0.554211323,,0,0,,0,0,,,,
50013,category,foods,3,1,creme_brulee,creme_brulee,29.4,23.419,3.419,2,,3.419,3.555348061,0,0,,2,2,,2,2,,,,
50013,category,foods,3,2,hamburger,hamburger,33.9,27.919,7.919,1,,4.5,8.491259809,0.182833603,0.237326653,,0,0,,1,1,,,,
50013,category,foods,3,3,popcorn,popcorn,38.1,32.119,12.119,1,,4.2,8.814033202,0.277230567,0.59458192,,0,0,,0,0,,,,
50013,category,foods,3,4,french_fries,french_fries,42.1,36.119,16.119,0,,4,7.486052618,0.346001753,0.610337521,,0,0,,0,0,,,,
50013,category,foods,3,5,potato_chips,potato_chips,46.7,40.719,20.719,0,,4.6,7.33432935,0.355912085,0.621083388,,0,0,,0,0,,,,
50013,category,foods,3,6,cannoli,cannoli,51.2,45.219,25.219,1,,4.5,5.446737372,0.134782861,0.343989952,,1,1,,1,1,,,,
50013,category,foods,3,7,fish,fish,55.6,49.619,29.619,1,,4.4,11.65383458,0.20838965,0.409211038,,0,0,,0,0,,,,
50013,category,foods,3,8,cereal,cereal,60,54.019,34.019,1,,4.4,8.815073089,0.16761007,0.516286474,,0,0,,0,0,,,,
50013,category,foods,3,9,fried_eggs,fried_eggs,64.4,58.419,38.419,1,,4.4,6.616065185,0.149092585,0.448550832,,1,1,,0,0,,,,
50013,category,foods,3,10,eggs_benedict,eggs_benedict,69.7,63.719,43.719,0,,5.3,5.638354669,0.428093095,0.474013103,,0,0,,0,0,,,,
50013,category,foods,3,11,scrambled_eggs,scrambled_eggs,74.2,68.219,48.219,0,,4.5,8.025843344,0.430849247,0.505701667,,0,0,,0,0,,,,
50013,category,foods,3,12,strawberry_smoothie,strawberry_smoothie,79.9,73.919,53.919,1,,5.7,2.197224577,0.185299184,0.175482076,,0,0,,1,1,,,,
50013,category,foods,3,13,banana_split,banana_split,85.6,79.619,59.619,0,,5.7,5.342334252,0.101856309,0.167462943,,0,0,,1,0,,,,
50013,category,foods,3,14,deep_fried_snickers,deep_fried_snickers,91.5,85.519,65.519,1,,5.9,0.693147181,0.020238188,0.08312081,,0,1,,1,1,,,,
50013,category,foods,3,15,chicken_fried_steak,chicken_fried_steak,97.4,91.419,71.419,0,,5.9,5.365976015,0.0001,0.109248618,,1,0,,1,0,,,,
50013,category,foods,3,16,avocado,avocado,103.5,97.519,77.519,1,,6.1,7.089243155,0.110867087,0.277757796,,0,0,,0,0,,,,
50013,category,foods,3,17,artichoke,artichoke,107.4,101.419,81.419,0,,3.9,6.386879319,0.182677712,0.242846296,,0,1,,0,0,,,,
50013,category,foods,3,18,spinach,spinach,112.1,106.119,86.119,0,,4.7,7.763446389,0.259001905,0.292053453,,0,0,,0,0,,,,
50013,category,foods,3,19,broccoli_rabe,broccoli_rabe,116.6,110.619,90.619,0,,4.5,3.828641396,0.255388368,0.195438046,,0,0,,0,0,,,,
50013,category,foods,3,20,turkey,turkey,121.2,115.219,95.219,1,,4.6,9.715892113,0.144743352,0.171539801,,1,1,,0,0,,,,
50013,category,foods,3,21,tomato,tomato,125.3,119.319,99.319,0,,4.1,8.966483779,0.212408126,0.460435841,,0,0,,0,0,,,,
50013,category,foods,3,22,baked_chicken,baked_chicken,130.2,124.219,104.219,1,,4.9,5.123963979,0.156595128,0.277466613,,0,0,,0,0,,,,
50013,category,foods,3,23,bread_bowl,bread_bowl,136.7,130.719,110.719,0,,6.5,3.871201011,0.046679322,0.149486288,,1,0,,0,0,,,,
50013,category,foods,3,24,grilled_cheese,grilled_cheese,142.3,136.319,116.319,1,,5.6,6.598509029,0.060557121,0.139816369,,0,1,,0,0,,,,
50013,category,foods,3,25,tomato_soup,tomato_soup,148.7,142.719,122.719,1,,6.4,6.484635236,0.406102076,0.379337647,,0,0,,0,0,,,,
50013,category,foods,3,26,clam_chowder,clam_chowder,156,150.019,130.019,0,,7.3,5.82008293,0.386551582,0.511242962,,0,0,,0,0,,,,
50013,category,foods,3,27,milk,milk,166.9,160.919,140.919,1,,10.9,11.02020168,0.194579679,0.458045066,,1,1,,1,1,,,,
50013,category,foods,3,28,bread,bread,174.5,168.519,148.519,0,,7.6,11.3021427,0.327369776,0.627026286,,0,0,,0,0,,,,
50013,category,foods,3,29,cheese,cheese,179.1,173.119,153.119,0,,4.6,10.49971075,0.382580667,0.666489893,,0,0,,0,0,,,,
50013,category,foods,3,30,eggplant,eggplant,184.5,178.519,158.519,1,,5.4,7.655390645,0.196867569,0.472324041,,0,0,,1,1,,,,
50013,category,foods,3,31,parsley,parsley,191.4,185.419,165.419,1,,6.9,7.672757897,0.163452231,0.388489822,,1,1,,1,1,,,,
50013,category,foods,3,32,carrots,carrots,197.3,191.319,171.319,1,,5.9,8.750999691,0.291313417,0.570127006,,0,0,,0,0,,,,
50013,category,foods,3,33,quesadilla,quesadilla,201.9,195.919,175.919,0,,4.6,4.234106505,0.101301217,0.24319887,,1,1,,1,0,,,,
50013,category,foods,3,34,taco,taco,206.4,200.419,180.419,0,,4.5,7.200424893,0.267384786,0.277516918,,0,0,,0,0,,,,
50014,category,foods,2,1,pizza,pizza,320.5,313.27,3.27,2,,3.27,9.951944328,0,0,,2,2,,2,2,,,,
50014,category,foods,2,2,pasta,pasta,321.4,314.17,4.17,0,,0.9,8.745284482,0.320428706,0.589788512,,0,0,,0,0,,,,
50014,category,foods,2,3,salad,salad,322.7,315.47,5.47,0,,1.3,9.964394487,0.467303519,0.687939653,,0,0,,0,0,,,,
50014,category,foods,2,4,tomato,tomato,323.8,316.57,6.57,1,,1.1,8.966483779,0.2371658,0.506324075,,0,0,,1,1,,,,
50014,category,foods,2,5,lettuce,lettuce,324.9,317.67,7.67,0,,1.1,8.490438454,0.206479515,0.453717818,,1,1,,1,0,,,,
50014,category,foods,2,6,carrots,carrots,326.4,319.17,9.17,0,,1.5,8.750999691,0.325399716,0.596635657,,0,0,,0,0,,,,
50014,category,foods,2,7,cucumber,cucumber,327,319.77,9.77,0,,0.6,7.925880317,0.189668288,0.431692769,,1,1,,0,0,,,,
50014,category,foods,2,8,celery,celery,328.2,320.97,10.97,0,,1.2,7.773594467,0.195302704,0.452893675,,0,0,,0,0,,,,
50014,category,foods,2,9,asparagus,asparagus,330,322.77,12.77,0,,1.8,7.696667082,0.347960203,0.582752214,,0,0,,0,0,,,,
50014,category,foods,2,10,eggs,eggs,331.5,324.27,14.27,1,,1.5,10.74694949,0.283087068,0.564814027,,0,1,,0,0,,,,
50014,category,foods,2,11,milk,milk,333.6,326.37,16.37,0,,2.1,11.02020168,0.237181646,0.581752489,,1,0,,0,0,,,,
50014,category,foods,2,12,cheese,cheese,335.5,328.27,18.27,0,,1.9,10.49971075,0.303758256,0.630646172,,0,0,,0,0,,,,
50014,category,foods,2,13,cottage_cheese,cottage_cheese,336.6,329.37,19.37,0,,1.1,6.265301213,0.306509671,0.553857664,,0,0,,0,0,,,,
50014,category,foods,2,14,gruyere,gruyere,340.2,332.97,22.97,0,,3.6,3.988984047,0.179976284,0.23541586,,0,0,,0,0,,,,
50014,category,foods,2,15,bleu_cheese,bleu_cheese,342.3,335.07,25.07,0,,2.1,3.970291914,0.055414431,0.105575608,,1,1,,0,0,,,,
50014,category,foods,2,16,swiss_cheese,swiss_cheese,344.5,337.27,27.27,0,,2.2,6.280395839,0.074876979,0.134763334,,0,0,,0,0,,,,
50014,category,foods,2,17,pickle,pickle,349,341.77,31.77,1,,4.5,8.176953868,0.267389249,0.41999471,,0,0,,0,0,,,,
50014,category,foods,2,18,relish,relish,350.2,342.97,32.97,0,,1.2,9.319912008,0.109871754,0.32639132,,0,0,,0,0,,,,
50014,category,foods,2,19,cucumber,cucumber,352.4,345.17,35.17,0,,2.2,7.925880317,0.082583457,0.276700123,,1,1,,0,0,,,,
50014,category,foods,2,20,red_peppers,red_peppers,356.7,349.47,39.47,1,,4.3,5.433722004,0.201672582,0.326979879,,0,0,,0,0,,,,
50014,category,foods,2,21,green_peppers,green_peppers,358.3,351.07,41.07,0,,1.6,5.746203191,0.526519617,0.532696464,,0,0,,0,0,,,,
50014,category,foods,2,22,yellow_peppers,yellow_peppers,359.1,351.87,41.87,0,,0.8,3.850147602,0.44382538,0.363148618,,0,0,,0,0,,,,
50014,category,foods,2,23,omelette,omelette,362.5,355.27,45.27,1,,3.4,7.431891917,0.070530616,0.18869382,,1,1,,1,1,,,,
50014,category,foods,2,24,hard_boiled_egg,hard_boiled_egg,365.1,357.87,47.87,0,,2.6,5.666426688,0.322316253,0.450024849,,0,0,,0,0,,,,
50014,category,foods,2,25,olives,olives,368.6,361.37,51.37,1,,3.5,8.377701213,0.244241162,0.457734061,,1,0,,0,0,,,,
50014,category,foods,2,26,ginger,ginger,371.7,364.47,54.47,0,,3.1,9.788637711,0.248837075,0.467703884,,0,0,,0,0,,,,
50014,category,foods,2,27,pickled_ginger,pickled_ginger,372.8,365.57,55.57,0,,1.1,3.135494216,0.077682867,0.13423578,,1,1,,0,0,,,,
50014,category,foods,2,28,garlic,garlic,374.3,367.07,57.07,0,,1.5,9.100302267,0.177785042,0.189995829,,0,0,,0,0,,,,
50014,category,foods,2,29,onions,onions,374.9,367.67,57.67,0,,0.6,9.124673545,0.48659087,0.711174782,,0,0,,0,0,,,,
50014,category,foods,2,30,banana,banana,375.6,368.37,58.37,1,,0.7,8.893435441,0.190026615,0.463690791,,1,1,,1,1,,,,
50014,category,foods,2,31,apple,apple,377.2,369.97,59.97,0,,1.6,10.46743679,0.446216976,0.678280641,,0,0,,0,0,,,,
50014,category,foods,2,32,mango,mango,378.9,371.67,61.67,0,,1.7,7.708859601,0.692077875,0.772733004,,0,0,,0,0,,,,
50014,category,foods,2,33,avocado,avocado,379.6,372.37,62.37,0,,0.7,7.089243155,0.389411077,0.516622449,,0,0,,1,0,,,,
50014,category,foods,2,34,orange,orange,381.6,374.37,64.37,0,,2,11.19445423,0.231450877,0.458132538,,0,0,,1,0,,,,
50014,category,foods,2,35,clementine,clementine,384.6,377.37,67.37,0,,3,8.375629627,0.126937779,0.356340219,,0,0,,1,0,,,,
50014,category,foods,2,36,sweet_potatoes,sweet_potatoes,388.5,381.27,71.27,1,,3.9,6.629363253,0.074674043,0.222483406,,1,1,,1,1,,,,
50014,category,foods,2,37,potatoes,potatoes,390.6,383.37,73.37,0,,2.1,9.890655574,0.556743744,0.681771582,,0,0,,0,0,,,,
50014,category,foods,2,38,yam,yam,392.4,385.17,75.17,0,,1.8,6.735780014,0.134255227,0.365508535,,0,0,,1,0,,,,
50014,category,foods,2,39,truffles,truffles,395.8,388.57,78.57,1,,3.4,6.943122423,0.08735579,0.311363787,,1,1,,1,1,,,,
